bioguide,twitter,name,first,last,gender,birthday,source,congress,chamber,state,district,senate_class,party,term_start,term_end,congress_start,congress_end,overlap_start,overlap_end
W000808,RepWilson,Frederica S. Wilson,Frederica,Wilson,F,1942-11-05,current,118,house,FL,24,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000372,RepRickAllen,Rick W. Allen,Rick,Allen,M,1951-11-07,current,118,house,GA,12,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B000490,SanfordBishop,"Sanford D. Bishop, Jr.",Sanford,Bishop,M,1947-02-04,current,118,house,GA,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001103,RepBuddyCarter,"Earl L. ""Buddy"" Carter",Earl,Carter,M,1957-09-06,current,118,house,GA,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001116,Rep_Clyde,Andrew S. Clyde,Andrew,Clyde,M,1963-11-22,current,118,house,GA,9,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001129,RepMikeCollins,Mike Collins,Mike,Collins,M,1967-07-02,current,118,house,GA,10,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000465,,A. Drew Ferguson IV,A.,Ferguson,M,1966-11-15,historical,118,house,GA,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000596,,Marjorie Taylor Greene,Marjorie,Greene,F,1974-05-27,historical,118,house,GA,14,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000288,RepHankJohnson,"Henry C. ""Hank"" Johnson, Jr.",Henry,Johnson,M,1954-10-02,current,118,house,GA,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000583,RepLoudermilk,Barry Loudermilk,Barry,Loudermilk,M,1963-12-22,current,118,house,GA,11,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001208,RepLucyMcBath,Lucy McBath,Lucy,McBath,F,1960-06-01,current,118,house,GA,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001218,RepMcCormick,Richard McCormick,Rich,McCormick,M,1968-10-07,current,118,house,GA,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001189,AustinScottGA08,Austin Scott,Austin,Scott,M,1969-12-10,current,118,house,GA,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001157,RepDavidScott,David Scott,David,Scott,M,1945-06-27,current,118,house,GA,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000788,RepNikema,Nikema Williams,Nikema,Williams,F,1978-07-30,current,118,house,GA,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001219,JMoylanforGuam,James C. Moylan,James (Jim),Moylan,M,1962-07-18,current,118,house,GU,0,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001055,RepEdCase,Ed Case,Ed,Case,M,1952-09-27,current,118,house,HI,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000487,RepJillTokuda,Jill N. Tokuda,Jill,Tokuda,F,1976-03-28,current,118,house,HI,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000446,RepFeenstra,Randy Feenstra,Randy,Feenstra,M,1969-01-14,current,118,house,IA,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001091,RepAshleyHinson,Ashley Hinson,Ashley,Hinson,F,1983-06-27,current,118,house,IA,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001215,RepMMM,Mariannette Miller-Meeks,Mariannette,Miller-Meeks,F,1955-09-06,current,118,house,IA,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000193,ZachNunn,Zachary Nunn,Zachary (Zach),Nunn,M,1979-05-04,current,118,house,IA,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000469,RepRussFulcher,Russ Fulcher,Russ,Fulcher,M,1973-07-19,current,118,house,ID,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001148,CongMikeSimpson,Michael K. Simpson,Michael,Simpson,M,1950-09-08,current,118,house,ID,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001295,RepBost,Mike Bost,Mike,Bost,M,1960-12-30,current,118,house,IL,12,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001315,RepNikkiB,Nikki Budzinski,Nicole (Nikki),Budzinski,F,1977-03-11,current,118,house,IL,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001117,RepCasten,Sean Casten,Sean,Casten,M,1971-11-23,current,118,house,IL,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000096,RepDannyDavis,Danny K. Davis,Danny,Davis,M,1941-09-06,current,118,house,IL,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000454,RepBillFoster,Bill Foster,Bill,Foster,M,1955-10-07,current,118,house,IL,11,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000586,RepChuyGarcia,"Jesús G. ""Chuy"" García",Jesús,García,M,1956-04-12,current,118,house,IL,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000309,,Jonathan L. Jackson,Jonathan,Jackson,M,1966-01-07,current,118,house,IL,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000385,RepRobinKelly,Robin L. Kelly,Robin,Kelly,F,1956-04-30,current,118,house,IL,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000391,CongressmanRaja,Raja Krishnamoorthi,Raja,Krishnamoorthi,M,1973-07-19,current,118,house,IL,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000585,RepLaHood,Darin LaHood,Darin,LaHood,M,1968-07-05,current,118,house,IL,16,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001211,RepMaryMiller,Mary E. Miller,Mary,Miller,F,1959-08-27,current,118,house,IL,15,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
Q000023,RepMikeQuigley,Mike Quigley,Mike,Quigley,M,1958-10-17,current,118,house,IL,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000617,repdeliaramirez,Delia C. Ramirez,Delia,Ramirez,F,1983-06-02,current,118,house,IL,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001145,JanSchakowsky,Janice D. Schakowsky,Janice,Schakowsky,F,1944-05-26,current,118,house,IL,9,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001190,RepSchneider,Bradley Scott Schneider,Bradley,Schneider,M,1961-08-20,current,118,house,IL,10,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001225,RepEricSorensen,Eric Sorensen,Eric,Sorensen,M,1976-03-18,current,118,house,IL,17,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
U000040,RepUnderwood,Lauren Underwood,Lauren,Underwood,F,1986-10-04,current,118,house,IL,14,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001307,RepJimBaird,James R. Baird,James,Baird,M,1945-06-04,current,118,house,IN,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001299,RepJimBanks,Jim Banks,Jim,Banks,M,1979-07-16,current,118,house,IN,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001275,,Larry Bucshon,Larry,Bucshon,M,1962-05-31,historical,118,house,IN,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001072,RepAndreCarson,André Carson,André,Carson,M,1974-10-16,current,118,house,IN,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001093,RepHouchin,Erin Houchin,Erin,Houchin,F,1976-09-24,current,118,house,IN,9,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001214,RepMrvan,Frank J. Mrvan,Frank,Mrvan,M,1969-04-16,current,118,house,IN,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000615,,Greg Pence,Greg,Pence,M,1956-11-14,historical,118,house,IN,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S000929,RepSpartz,Victoria Spartz,Victoria,Spartz,F,1978-10-06,current,118,house,IN,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
Y000067,RepRudyYakym,Rudy Yakym III,Rudy,Yakym,M,1984-02-24,current,118,house,IN,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000629,RepDavids,Sharice Davids,Sharice,Davids,F,1980-05-22,current,118,house,KS,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000298,RepRonEstes,Ron Estes,Ron,Estes,M,1956-07-19,current,118,house,KS,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000266,,Jake LaTurner,Jacob,LaTurner,M,1988-02-17,historical,118,house,KS,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M000871,RepMann,Tracey Mann,Tracey,Mann,M,1976-12-17,current,118,house,KS,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001282,RepAndyBarr,Andy Barr,Garland,Barr,M,1973-07-24,current,118,house,KY,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001108,RepJamesComer,James Comer,James,Comer,M,1972-08-19,current,118,house,KY,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000558,RepGuthrie,Brett Guthrie,Brett,Guthrie,M,1964-02-18,current,118,house,KY,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001184,RepThomasMassie,Thomas Massie,Thomas,Massie,M,1971-01-13,current,118,house,KY,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001220,RepMcGarvey,Morgan McGarvey,Morgan,McGarvey,M,1979-12-23,current,118,house,KY,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000395,RepHalRogers,Harold Rogers,Harold,Rogers,M,1937-12-31,current,118,house,KY,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001125,RepTroyCarter,Troy A. Carter,Troy,Carter,M,1963-10-26,current,118,house,LA,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000577,,Garret Graves,Garret,Graves,M,1972-01-31,historical,118,house,LA,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001077,RepClayHiggins,Clay Higgins,Clay,Higgins,M,1961-08-24,current,118,house,LA,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000299,RepMikeJohnson,Mike Johnson,Mike,Johnson,M,1972-01-30,current,118,house,LA,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000595,RepJuliaLetlow,Julia Letlow,Julia,Letlow,F,1981-03-16,current,118,house,LA,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001176,SteveScalise,Steve Scalise,Steve,Scalise,M,1965-10-06,current,118,house,LA,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000148,RepAuchincloss,Jake Auchincloss,Jake,Auchincloss,M,1988-01-29,current,118,house,MA,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001101,RepKClark,Katherine M. Clark,Katherine,Clark,F,1963-07-17,current,118,house,MA,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000375,USRepKeating,William R. Keating,William,Keating,M,1952-09-06,current,118,house,MA,9,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000562,RepStephenLynch,Stephen F. Lynch,Stephen,Lynch,M,1955-03-31,current,118,house,MA,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M000312,RepMcGovern,James P. McGovern,James,McGovern,M,1959-11-20,current,118,house,MA,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001196,RepMoulton,Seth Moulton,Seth,Moulton,M,1978-10-24,current,118,house,MA,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000015,RepRichardNeal,Richard E. Neal,Richard,Neal,M,1949-02-14,current,118,house,MA,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000617,RepPressley,Ayanna Pressley,Ayanna,Pressley,F,1974-02-03,current,118,house,MA,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000482,RepLoriTrahan,Lori Trahan,Lori,Trahan,F,1973-10-27,current,118,house,MA,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001052,RepAndyHarrisMD,Andy Harris,Andy,Harris,M,1957-01-25,current,118,house,MD,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H000874,RepStenyHoyer,Steny H. Hoyer,Steny,Hoyer,M,1939-06-14,current,118,house,MD,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
I000058,RepGlennIvey,Glenn Ivey,Glenn,Ivey,M,1961-02-27,current,118,house,MD,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M000687,RepKweisiMfume,Kweisi Mfume,Kweisi,Mfume,M,1948-10-24,current,118,house,MD,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000606,RepRaskin,Jamie Raskin,Jamie,Raskin,M,1962-12-13,current,118,house,MD,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000576,,C. A. Dutch Ruppersberger,C.,Ruppersberger,M,1946-01-31,historical,118,house,MD,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001168,,John P. Sarbanes,John,Sarbanes,M,1962-05-22,historical,118,house,MD,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000483,,David J. Trone,David,Trone,M,1955-09-21,historical,118,house,MD,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000592,RepGolden,Jared F. Golden,Jared,Golden,M,1982-07-25,current,118,house,ME,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000597,ChelliePingree,Chellie Pingree,Chellie,Pingree,F,1955-04-02,current,118,house,ME,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001301,RepJackBergman,Jack Bergman,Jack,Bergman,M,1947-02-02,current,118,house,MI,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000624,RepDebDingell,Debbie Dingell,Debbie,Dingell,F,1953-11-23,current,118,house,MI,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001058,RepHuizenga,Bill Huizenga,Bill,Huizenga,M,1969-01-31,current,118,house,MI,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000307,RepJames,John James,John,James,M,1981-06-08,current,118,house,MI,10,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000380,,Daniel T. Kildee,Daniel,Kildee,M,1958-08-11,historical,118,house,MI,8,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001136,RepLisaMcClain,Lisa C. McClain,Lisa,McClain,F,1966-04-07,current,118,house,MI,9,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001194,RepMoolenaar,John R. Moolenaar,John,Moolenaar,M,1961-05-08,current,118,house,MI,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001221,RepScholten,Hillary J. Scholten,Hillary,Scholten,F,1982-02-22,current,118,house,MI,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001208,RepSlotkin,Elissa Slotkin,Elissa,Slotkin,F,1976-07-10,current,118,house,MI,7,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001215,RepHaleyStevens,Haley M. Stevens,Haley,Stevens,F,1983-06-24,current,118,house,MI,11,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000488,RepShriThanedar,Shri Thanedar,Shri,Thanedar,M,1955-02-22,current,118,house,MI,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000481,RepRashida,Rashida Tlaib,Rashida,Tlaib,F,1976-07-24,current,118,house,MI,12,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000798,RepWalberg,Tim Walberg,Tim,Walberg,M,1951-04-12,current,118,house,MI,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001119,RepAngieCraig,Angie Craig,Angie,Craig,F,1972-02-14,current,118,house,MN,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000294,RepTomEmmer,Tom Emmer,Tom,Emmer,M,1961-03-03,current,118,house,MN,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000475,RepFinstad,Brad Finstad,Brad,Finstad,M,1976-05-30,current,118,house,MN,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000470,RepFischbach,Michelle Fischbach,Michelle,Fischbach,F,1965-11-03,current,118,house,MN,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001143,BettyMcCollum04,Betty McCollum,Betty,McCollum,F,1954-07-12,current,118,house,MN,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
O000173,Ilhan,Ilhan Omar,Ilhan,Omar,F,1981-10-04,current,118,house,MN,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000616,,Dean Phillips,Dean,Phillips,M,1969-01-20,historical,118,house,MN,3,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001212,RepPeteStauber,Pete Stauber,Pete,Stauber,M,1966-05-10,current,118,house,MN,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000379,RepMarkAlford,Mark Alford,Mark,Alford,M,1963-10-04,current,118,house,MO,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001316,RepEricBurlison,Eric Burlison,Eric,Burlison,M,1976-10-02,current,118,house,MO,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001224,,Cori Bush,Cori,Bush,F,1976-07-21,historical,118,house,MO,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
C001061,RepCleaver,Emanuel Cleaver,Emanuel,Cleaver,M,1944-10-26,current,118,house,MO,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000546,RepSamGraves,Sam Graves,Sam,Graves,M,1963-11-07,current,118,house,MO,6,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
L000569,,Blaine Luetkemeyer,Blaine,Luetkemeyer,M,1952-05-07,historical,118,house,MO,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001195,RepJasonSmith,Jason Smith,Jason,Smith,M,1980-06-16,current,118,house,MO,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
W000812,RepAnnWagner,Ann Wagner,Ann,Wagner,F,1962-09-13,current,118,house,MO,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001177,,Gregorio Kilili Camacho Sablan,Gregorio,Sablan,M,1955-01-19,historical,118,house,MP,0,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000235,RepEzell,Mike Ezell,Mike,Ezell,M,1959-04-06,current,118,house,MS,4,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000591,RepMichaelGuest,Michael Guest,Michael,Guest,M,1970-02-04,current,118,house,MS,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000388,RepTrentKelly,Trent Kelly,Trent,Kelly,M,1966-03-01,current,118,house,MS,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
T000193,BennieGThompson,Bennie G. Thompson,Bennie,Thompson,M,1948-01-28,current,118,house,MS,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000103,,"Matthew M. Rosendale, Sr.",Matthew,Rosendale,M,1960-07-07,historical,118,house,MT,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
Z000018,RepRyanZinke,Ryan K. Zinke,Ryan,Zinke,M,1961-11-01,current,118,house,MT,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000370,RepAdams,Alma S. Adams,Alma,Adams,F,1946-05-27,current,118,house,NC,12,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
B001311,,Dan Bishop,Dan,Bishop,M,1964-07-01,historical,118,house,NC,8,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
D000230,RepDonDavis,Donald G. Davis,Donald,Davis,M,1971-08-29,current,118,house,NC,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
E000246,RepEdwards,Chuck Edwards,Charles (Chuck),Edwards,M,1960-09-13,current,118,house,NC,11,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000477,ValerieFoushee,Valerie P. Foushee,Valerie,Foushee,F,1956-05-07,current,118,house,NC,4,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000450,VirginiaFoxx,Virginia Foxx,Virginia,Foxx,F,1943-06-29,current,118,house,NC,5,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
H001067,RepRichHudson,Richard Hudson,Richard,Hudson,M,1971-11-04,current,118,house,NC,9,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
J000308,,Jeff Jackson,Jeffrey,Jackson,M,1982-09-12,historical,118,house,NC,14,,Democrat,2023-01-03,2024-12-31,2023-01-03,2025-01-03,2023-01-03,2024-12-31
M001135,,Kathy E. Manning,Kathy,Manning,F,1956-12-03,historical,118,house,NC,6,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001156,,Patrick T. McHenry,Patrick,McHenry,M,1975-10-22,historical,118,house,NC,10,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
M001210,RepGregMurphy,Gregory F. Murphy,Gregory,Murphy,M,1963-03-05,current,118,house,NC,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
N000194,,Wiley Nickel,Wiley,Nickel,M,1975-11-23,historical,118,house,NC,13,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000305,RepDeborahRoss,Deborah K. Ross,Deborah,Ross,F,1963-06-20,current,118,house,NC,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
R000603,RepDavidRouzer,David Rouzer,David,Rouzer,M,1972-02-16,current,118,house,NC,7,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
A000377,,Kelly Armstrong,Kelly,Armstrong,M,1976-10-08,historical,118,house,ND,0,,Republican,2023-01-03,2024-12-14,2023-01-03,2025-01-03,2023-01-03,2024-12-14
B001298,RepDonBacon,Don Bacon,Don,Bacon,M,1963-08-16,current,118,house,NE,2,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
F000474,USRepMikeFlood,Mike Flood,Mike,Flood,M,1975-02-23,current,118,house,NE,1,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
S001172,RepAdrianSmith,Adrian Smith,Adrian,Smith,M,1970-12-19,current,118,house,NE,3,,Republican,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
K000382,,Ann M. Kuster,Ann,Kuster,F,1956-09-05,historical,118,house,NH,2,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
P000614,RepChrisPappas,Chris Pappas,Chris,Pappas,M,1980-06-04,current,118,house,NH,1,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
G000583,RepJoshG,Josh Gottheimer,Josh,Gottheimer,M,1975-03-08,current,118,house,NJ,5,,Democrat,2023-01-03,2025-01-03,2023-01-03,2025-01-03,2023-01-03,2025-01-03
